topic,category,question,answer,keywords,timestamp
Graduation Gown Borrowing Request,Student Life,هل في احد معه كوت التخرج (ماجستير او بكلاريوس) !؟ ممكن نستعيره من أجل التصوير.,معتز باعلوي UTM: التصوير عندي لكن الكوت له اجراء معين مع الجامعه,"['graduation', 'gown', 'photography', 'university']",2024-01-02
Deadline for Registration at Bridging Program,Academic,متى اخر يوم تسجيل في بريدجنق؟,Marya: اتوقع قبل بدايه الدراسة باسبوع تقريبا,"['registration', 'Bridging program', 'deadline']",2024-02-05
Computer Availability at University,Academic,السلام عليكم ، يخوان الكمبيوترات الي في الجامعة شغالة ولا؟,عبدالرحمن دانعي UTM: لازم تحدد فين في الجامعه بالضبط,"['computers', 'university', 'availability']",2024-02-05
Visa Renewal Process,Visa/Immigration,شباب كيف طريقة تجديد الفيزا من موقع UTM؟,أيمن باوزير: MANUAL_STUDENT.pdf • 12 pages document omitted,"['visa', 'renewal', 'UTM']",2024-02-08
Study Visa Cancellation Requirements,Visa/Immigration,ايش متطلبات كنسلة فيزة الدراسه الماليزيه؟,هاني أحمد UTM: ١ - تذكرة عودة للبلد الام او المقيم فيه. ٢- ورقة اثبات من الكلية انك خلصت المواد المقررة. ٣ - صورة للجواز والفيزا.,"['visa cancellation', 'study visa', 'requirements']",2024-02-11
Engineering Majors for Masters,Academic,ماهي الخيارات المتاحه للماجستير في قسم ميكاترونكس او مكينيك او كهرباء لطالب بكالوريوس هندسه بتروليه؟,No specific answer found.,"[""master's program"", 'mechatronics', 'mechanical engineering', 'electrical engineering']",2024-02-03
Family Visit Visa Application from Malaysia,Visa/Immigration,هل ممكن التقديم على فيزة الزيارة العائلية الى السعودية من ماليزيا؟ وكيف اجراءاتها؟,عبد الله: نعم تقدر، عن طريق مكتب تأشير في كوالالمبور.,"['family visit visa', 'Saudi Arabia', 'Malaysia']",2024-02-10
International Driving License Inquiry,Visa/Immigration,ممكن اذا حد يعرف مكتب يطلع international driving license يجيب لي رقهم و كمان كم بيكون سعرها.,هذا يطلع يمنية دولية ب70 رنجت صلاحيتها سنة واحدة.,"['international driving license', 'حصول على رخصة', '70 رنجت']",2024-02-12
Tourist Visa Duration for Malaysia,Visa/Immigration,الفيزا السياحيه لماليزيا كم مدتها؟ مازالت ٣ شهور وللا غيروا المده.,نعم، مازالت 90 يوم فقط بعض الأشخاص يختموا لهم ختم ال90 يوم ويضيفوا جمبه تاريخ العودة الي في تذكرة العودة.,"['فيزا سياحية', 'ماليزيا', '90 يوم']",2024-02-12
Accommodation and Room Availability,Student Life,هل في أحد عنده قروب لتأجير الغرف او الشقق في KL؟,https://chat.whatsapp.com/EDvNcWVUnekDy2Wf11A9i7,"['تأجير الغرف', 'شقق', 'كوالالمبور']",2024-02-18
Medical Examination Inquiry for University,Academic,هل احد جرب يسوي فحص طبي لجامعة بمكان غير عياده الجامعة ويطلع في نفس اليوم؟,لا يوجد إجابة واضحة أو معلومات مفيدة متاحة.,"['فحص طبي', 'جامعة', 'عيادة']",2024-02-19
Foundation Program and Registration Costs,Academic,كنت اشتي اعرف كم سعر القبول لطالب جديد وكذالك كم سعر رسوم الفاونديشن لو تكرمتم.,سعر الفاونديشن مع التسجيل في البداية حوالي 12800 رنجت وسعر الفاونديشن لحاله 5317 رنجت.,"['رسوم قبول', 'فاونديشن', '12800 رنجت', '5317 رنجت']",2024-02-21
