topic,category,question,answer,keywords,timestamp
Student Visa Renewal Process,Visa/Immigration,هل يمكنني تقديم طلب التجديد قبل انتهاء التأشيرة بشهرين؟,نعم، تقدر,"['تجديد تأشيرة', 'طالب', 'UTM']",2024-01-12
Student Visa Renewal Process,Visa/Immigration,هل يجب علي الذهاب إلى كوالالمبور لتسليم جواز السفر في الموعد المحدد (90 يومًا قبل انتهاء الصلاحية)؟,لما تدخل في فترة الـ90 يوم، قدّم مباشرة على التجديد اونلاين. بعدها بيطلبوا منك تجي وتسلّم الجواز. غالباً كوالالمبور لكن يفضّل تتأكد من UTMi,"['تجديد تأشيرة', 'تسليم جواز', 'UTM']",2024-01-12
Insurance Renewal,Visa/Immigration,بالنسبة لتجديد التأمين، هل يتم التجديد مع التأشيرة مباشرة؟,نعم,"['تجديد التأمين', 'طالب', 'UTM']",2024-01-12
Student Visa Documents Requirement,Visa/Immigration,إذا كانت هناك أي متطلبات أو إجراءات إضافية يجب أن أنتبه لها، أرجو التوضيح.,تأكد انك تقدم اونلاين في الوقت، ودائماً ترجع لUTMi لو عندك اي استفسارات. تقدر تروح لهم او تتواصل معاهم على ايميلهم isckl@utm.my,"['تجديد تأشيرة', 'متطلبات', 'UTM']",2024-01-12
Renewal of Insurance and Road Tax,Other,ياشباب احد يعرف مكتب تجديد الانشورنس والرود تاكس؟,تقدر تجدد اونلاين وفين كمان هذا المحل https://maps.app.goo.gl/9WETEj3BK9dkYyMMA?g_st=com.google.maps.preview.copy,"['تجديد تأمين', 'رود تاكس', 'ماليزيا']",2024-02-12
Request for University Clinic Contact,Other,السلام عليكم هل كلينك الجامعه عندهم ايميل اتواصل معاهم فيه؟,تقدر تتواصل مع واحدة من الموظفات هناك على هذا الرقم +60 12-947 7115,"['العيادة الجامعية', 'تواصل', 'جامعة']",2024-04-12
Accommodation Availability for New Students,Student Life,هل هناك سكن (غرفة) متوفر لطالب جديد؟,أرجوا التواصل معي على الخاص.,"['سكن', 'طلاب', 'جديد']",2024-06-12
Blood Test at University Clinic,Other,هل اقدر اسوي فحص دم في مستوصف الجامعه؟ ولو اقدر هل بيكون علي ولا على التأمين الصحي؟,نعم تقدر، مجاني مايحتاج التأمين,"['فحص دم', 'عيادة جامعية', 'تأمين صحي']",2024-06-12
Requirement for Passport Submission for Visa Renewal,Visa/Immigration,ياشباب انا موعد تسليم جوازي يوم 16 هذا الشهر إيش الإجراءات الي لازم أسويها قبل ما أسلمه؟,فيجب عليك رفع الملفات في UTM Portal، وأنتظر حتى تصل الفيزه في موقع EMGS إلى 90% وبعدها تذهب لتسليم جوازك.,"['تسليم جواز', 'تجديد فيزا', 'إجراءات']",2024-05-12
Networking Issue at UTM,Academic,من الشهر الماضي مش قادر اشغل نت الجامعة على اللاب توب. قد احد واجه نفس المشكلة وحلها؟,لو في المكتبه اشبك ال cable يشتغل معاك تمام,"['network', 'UTM', 'laptop', 'issue']",2024-12-11
Changing Password for UTM Space,Academic,اذا نسيت كلمة السر حق UTM space كيف اغيرها؟,"يمديك تتواصل بهذا الرقم أو الايميل وتشرح المشكلة. Hotline: 012-302 7900, Email: utmwifi@utm.my","['UTM space', 'password', 'reset', 'contact']",2024-12-11
Electricity Billing in Johor,Other,كم تقريبا سعر الكيلو الوات بالنسبه لفواتير الكهرباء في جهور؟,"1-200 kwh 0.218/kwh, 201-300kwh 0.334/kwh, 301-600 kwh 0.516/kwh, 601-900 kwh 0.546/kwh, 901> 0.571/kwh","['electricity', 'billing', 'Johor', 'rates']",2024-12-12
Booking App Recommendations,Other,ايش افضل تطبيق للحجز؟ او ايش التطبيق اللي استخدمته عشان تحجز التذكرة؟,الافضل تحجز من الخطوط دايركت او تستخدم تطبيقات طرف ثالث Google flight - kiwi جربتها الاثنين وكانت جيدة,"['booking', 'app', 'flights', 'Air Asia']",2024-12-12
Microsoft Account at UTM,Academic,الجامعه ما ارسلت لي حساب مايكروسوفت ... كيف اقدر احصل عليه؟,اللي مش معاه الإيميل، ممكن يقدم من الفورم هنا: https://docs.google.com/forms/d/e/1FAIpQLSfGXUoXhYiC5KNXtmOVF-kuR-fEN3t2Fjy3oNjyKjJ4Swn6vQ/viewform,"['Microsoft account', 'UTM', 'registration']",2024-12-12
Extension of Student Visa,Visa/Immigration,انا فيزتي الدراسية انتهت وانا مسافر والحين راجع على ماليزيا كسياحه هل أواجه اي مشاكل بالمطار او لا؟,باذن الله مافي مشاكل بس تجيب معاك تذكرة عودة واثبات سكن حتى لو اي كلام من booking عشان بيسألوك عن سبب الزيارة وتاريخ عودتك,"['visa', 'Malaysia', 'travel', 'immigration']",2024-12-14
Study Format Changes After Holidays,Academic,بتكون الدراسة اون لاين بعد الاجازة صحيح؟,الدراسة للترم القادم ستبدأ بمنتصف شهر رمضان، فالاسبوعين التي تلي بداية الدراسة ممكن تكون اونلاين لأجل العيد.,"['study format', 'online', 'holidays', 'UTM']",2024-12-14
Online Shopping Research Survey,Academic,What is the survey link for the research on online shopping?,https://docs.google.com/forms/d/e/1FAIpQLSdmXrm16JOivaF5whcgg14wlkUZ8FguyVrQsiF3YICwXYaPiw/viewform?usp=sf_link,"['online shopping', 'survey', 'consumer behavior', 'research']",2024-12-16
Money Transfer via Western Union for Students,Other,Is a student allowed to transfer money via Western Union?,The responses do not explicitly provide the answer.,"['Western Union', 'money transfer', 'student regulations']",2024-12-16
Visa Card Transfer Processing Time,Visa/Immigration,How long does it take to transfer visa data from the old passport to the new one?,"They say you will be informed in two weeks, but it took about a week for one person's experience.","['visa', 'passport', 'processing time']",2024-12-18
Course Registration Dates,Academic,When does course registration open for the next semester?,Course registration opens on 6th January.,"['course registration', 'semester', 'dates']",2024-12-22
Foundation Courses by Major,Academic,Do foundation courses differ by major?,"Yes, the foundation courses differ from one major to another.","['foundation courses', 'majors', 'difference']",2024-12-23
University Course Preparation,Academic,كنت خائف من الفيزياء.,لا تخف فقد أمنت.,"['فيزياء', 'خوف', 'استعداد']",2024-12-23
Car Rental Inquiry,Student Life,يا شباب تعرفو احد يأجر سيارات هنا في جوهور واسعاره كويسة.,Contact card omitted.,"['تأجير سيارات', 'جوهر', 'أسعار']",2024-12-27
